Date,Open,High,Low,Close,Volume,Adj Close
1986-01-01,1412.599976,1436.300049,1365.699951,1435.00,000,1435.00
1985-12-02,1439.099976,1439.599976,1361.00,1412.599976,000,1412.599976
1985-11-01,1377.199951,1460.699951,1371.50,1439.099976,000,1439.099976
1985-10-01,1292.800049,1379.099976,1292.800049,1377.199951,000,1377.199951
1985-09-02,1340.300049,1344.699951,1269.50,1290.00,000,1290.00
1985-08-01,1271.699951,1341.099976,1271.00,1340.800049,000,1340.800049
1985-07-01,1234.900024,1266.800049,1215.400024,1261.699951,000,1261.699951
1985-06-03,1315.00,1336.699951,1221.50,1234.900024,000,1234.900024
1985-05-01,1293.699951,1344.800049,1293.699951,1313.00,000,1313.00
1985-04-01,1277.00,1313.00,1266.50,1291.00,000,1291.00
1985-03-01,1257.599976,1309.900024,1247.699951,1277.00,000,1277.00
1985-02-01,1277.300049,1300.300049,1256.300049,1259.699951,000,1259.699951
1985-01-01,1232.199951,1306.400024,1199.599976,1280.800049,000,1280.800049
1984-12-03,1187.900024,1232.300049,1169.900024,1232.199951,000,1232.199951
1984-11-01,1151.00,1188.00,1147.699951,1181.300049,000,1181.300049
1984-10-01,1137.50,1155.300049,1079.00,1151.00,000,1151.00
1984-09-03,1105.199951,1146.00,1076.900024,1140.300049,000,1140.300049
1984-08-01,1010.099976,1104.599976,1006.200012,1103.900024,000,1103.900024
1984-07-02,1041.400024,1065.099976,978.700012,1010.099976,000,1010.099976
1984-06-01,1026.800049,1090.50,1024.300049,1041.400024,000,1041.400024
1984-05-01,1137.199951,1142.800049,1008.200012,1021.00,000,1021.00
1984-04-02,1112.50,1138.300049,1090.00,1138.300049,000,1138.300049
1984-03-01,1042.099976,1131.300049,1042.099976,1112.50,000,1112.50
1984-02-01,1062.599976,1062.599976,1010.00,1040.300049,000,1040.300049
1984-01-03,997.50,1082.00,993.299988,1063.00,000,1063.00
