date,cape
1950-08-31,11.04061167026154
1950-09-30,11.3373911022773
1950-10-31,11.662444039105264
1950-11-30,11.542173388716298
1950-12-31,11.306665788890761
1951-01-31,11.89575983943707
1951-02-28,12.141507370682692
1951-03-31,11.841626487283097
1951-04-30,11.951097197083959
1951-05-31,11.863875406269177
1951-06-30,11.61566485702518
1951-07-31,11.778190092457809
1951-08-31,12.256989084145143
1951-09-30,12.44495315715004
1951-10-31,12.309457904118688
1951-11-30,11.852030617771039
1951-12-31,12.147072568106777
1952-01-31,12.527059748172297
1952-02-29,12.36411935046109
1952-03-31,12.362339087390364
1952-04-30,12.24272868326688
1952-05-31,12.200478761945837
1952-06-30,12.447881581789366
1952-07-31,12.669112889622479
1952-08-31,12.678378236328621
1952-09-30,12.434678020425505
1952-10-31,12.13118355868687
1952-11-30,12.47346976551531
1952-12-31,12.933964306161373
1953-01-31,13.010773447995183
1953-02-28,12.859346880687902
1953-03-31,12.83481934009249
1953-04-30,12.1639014540068
1953-05-31,12.141970791867779
1953-06-30,11.62440788547008
1953-07-31,11.750201645309998
1953-08-31,11.715076201734
1953-09-30,11.139349357262919
1953-10-31,11.391934765421409
1953-11-30,11.644070268505766
1953-12-31,11.75444918402729
1954-01-31,12.002650554927824
1954-02-28,12.215052485432834
1954-03-31,12.420105295189968
1954-04-30,12.907868184060913
1954-05-31,13.312042238025853
1954-06-30,13.357885903658993
1954-07-31,13.833009564245325
1954-08-31,14.042112347320572
1954-09-30,14.356474143296973
1954-10-31,14.619231935730559
1954-11-30,15.117311697434385
1954-12-31,15.78906200232708
1955-01-31,15.990781062969829
1955-02-28,16.437728215987107
1955-03-31,16.21928294553779
1955-04-30,16.685266628063495
1955-05-31,16.518057827257792
1955-06-30,17.3700919634053
1955-07-31,18.454031906632867
1955-08-31,18.222326463047743
1955-09-30,18.843960654261306
1955-10-31,17.772325789386088
1955-11-30,18.83555928827389
1955-12-31,18.94236903581357
1956-01-31,18.292585385418892
1956-02-29,18.266116815127777
1956-03-31,19.371210099299958
1956-04-30,19.370593634578498
1956-05-31,18.544506591754434
1956-06-30,18.158163846958697
1956-07-31,18.856797596896786
1956-08-31,18.670937110186422
1956-09-30,17.83664079631202
1956-10-31,17.41895294863613
1956-11-30,17.120339736628257
1956-12-31,17.197522725560923
1957-01-31,16.717780078533007
1957-02-28,15.843733142229743
1957-03-31,15.900417108869165
1957-04-30,16.123704360211754
1957-05-31,16.59811078911426
1957-06-30,16.729918872472865
1957-07-31,16.868882383979795
1957-08-31,15.868942729452241
1957-09-30,15.15727448896221
1957-10-31,14.149451489483534
1957-11-30,13.73624223529848
1957-12-31,13.673246057951383
1958-01-31,13.788431552307634
1958-02-28,13.784906390337678
1958-03-31,13.925589923892938
1958-04-30,13.913501765262778
1958-05-31,14.32382496840923
1958-06-30,14.635555551956267
1958-07-31,14.957457101901133
1958-08-31,15.544566891165923
1958-09-30,15.931923184092845
1958-10-31,16.559803310351572
1958-11-30,16.988883579386336
1958-12-31,17.35835736536996
1959-01-31,17.98033934299339
1959-02-28,17.759169263611422
1959-03-31,18.200871845485636
1959-04-30,18.430753048783426
1959-05-31,18.692721439594187
1959-06-30,18.44859139706648
1959-07-31,19.090533975796514
1959-08-31,18.95880364075021
1959-09-30,18.12329055675862
1959-10-31,18.02196244151543
1959-11-30,18.07178913057022
1959-12-31,18.624728977900112
1960-01-31,18.338284994375567
1960-02-29,17.54527510894598
1960-03-31,17.286020720522153
1960-04-30,17.429766947597205
1960-05-31,17.25617057872792
1960-06-30,17.823363817264745
1960-07-31,17.376806472898117
1960-08-31,17.582113039577674
1960-09-30,17.052015467817665
1960-10-31,16.605104536251027
1960-11-30,17.146088452419004
1960-12-31,17.562090833957125
1961-01-31,18.470416986477176
1961-02-28,19.234014498298354
1961-03-31,19.84422527272557
1961-04-30,20.38284297575478
1961-05-31,20.598606843297347
1961-06-30,20.332414551592294
1961-07-31,20.146643736827325
1961-08-31,20.941688475215194
1961-09-30,20.70524304414726
1961-10-31,20.92419014101079
1961-11-30,21.857957721959675
1961-12-31,22.041480198382267
1962-01-31,21.19793140001523
1962-02-28,21.451687754873376
1962-03-31,21.44315856852624
1962-04-30,20.658336447649038
1962-05-31,19.089367498116655
1962-06-30,16.82757124479247
1962-07-31,17.141325661322796
1962-08-31,17.571262631045535
1962-09-30,17.321461147465484
1962-10-31,16.739820967901334
1962-11-30,17.854386489497152
1962-12-31,18.585836118439865
1963-01-31,19.259231693254055
1963-02-28,19.469191309671416
1963-03-31,19.288064606604838
1963-04-30,20.15007723822699
1963-05-31,20.50758586495262
1963-06-30,20.384149993841003
1963-07-31,19.969231885949643
1963-08-31,20.472637900527687
1963-09-30,20.960360090705116
1963-10-31,20.891344595411496
1963-11-30,20.720399335339714
1963-12-31,21.038599376737054
1964-01-31,21.627216196980946
1964-02-29,21.832670826710334
1964-03-31,22.167245585982645
1964-04-30,22.422192169737183
1964-05-31,22.574330769563844
1964-06-30,22.300288036082797
1964-07-31,22.984351845738402
1964-08-31,22.650407292938795
1964-09-30,22.892221984231686
1964-10-31,23.21215468067534
1964-11-30,23.22501979309582
1964-12-31,22.75298477278727
1965-01-31,23.269335081922474
1965-02-28,23.372068272751342
1965-03-31,23.253528200034843
1965-04-30,23.4205519547713
1965-05-31,23.708808308861954
1965-06-30,22.385342986457793
1965-07-31,22.300781712174434
1965-08-31,22.665971845964386
1965-09-30,23.374146831648623
1965-10-31,23.775745523312686
1965-11-30,23.925461156673713
1965-12-31,23.69411154910632
1966-01-31,24.058483388421738
1966-02-28,23.700027145579394
1966-03-31,22.611112582289987
1966-04-30,23.113696462615827
1966-05-31,21.8521779767631
1966-06-30,21.555253383226255
